Timestamp,Text,User,Platform,Hashtags,Retweets,Likes,Country,Sentiment
9/12/2019 18:10," Loneliness echoes in empty spaces, yearning for connection.", EchoingSoul     , Instagram , #Loneliness #YearningForConnection         ,15,30, Australia     , Loneliness 
8/5/2018 16:30," Jealousy poisons my thoughts, resentment brewing within.", PoisonedMind    , Facebook , #Jealousy #Resentment                       ,8,15, USA           , Jealousy    
1/12/2017 12:00," Resentment festers, a wound that refuses to heal.  ", UnforgivingSoul  , Twitter  , #Resentment #Unforgiving                    ,10,20, India         , Resentment      
4/5/2022 14:45," Frustration escalates, a thunderstorm of emotions. ", ThunderingMind   , Instagram , #Frustration #EmotionalOutburst            ,12,25, UK            , Frustration     
10/2/2021 19:00," Boredom lingers, a stagnant pool of indifference.  ", StagnantHeart    , Facebook , #Boredom #Stagnation                        ,7,15, Canada        , Boredom         
4/15/2023 10:15," Embarking on a journey of discovery, fueled by curiosity and a thirst for knowledge. ", InquisitiveMind   , Twitter  , #Curiosity #Learning                        ,15,30, USA          , Curiosity       
11/28/2022 17:30," Lost in the vast sea of information, an indifferent wave in the digital ocean. ", ApatheticObserver , Instagram , #Indifference #DigitalOverload              ,7,15, Canada          , Indifference    
4/2/2020 9:45," The complex puzzle of life leaves me in a state of perpetual confusion, seeking answers in the chaos. ", SeekingClarity    , Facebook , #Confusion #LifePuzzle                     ,10,20, UK           , Confusion       
8/10/2021 14:00," A numbness settles over me, a shield against the overwhelming emotions life throws my way. ", EmotionallyDistant , Twitter  , #Numbness #EmotionalShield                 ,8,15, India        , Numbness        
6/18/2019 20:45," Gazing at the sunset, a melancholic longing for moments that slip through the fingers of time. ", SunsetDreamer     , Instagram , #Melancholy #SunsetMoments                 ,12,25, Australia     , Melancholy      
2/5/2018 15:15," Revisiting old photographs, caught in the embrace of nostalgia's bittersweet symphony. ", MemoryLaneTraveler , Facebook , #Nostalgia #MemoryLane                     ,10,20, USA          , Nostalgia       
5/30/2022 11:30," Torn between conflicting emotions, an ambivalence that paints my decisions in shades of uncertainty. ", MixedFeelings     , Twitter  , #Ambivalence #UncertainChoices             ,12,25, Canada        , Ambivalence     
1/10/2023 16:20," Embracing the ebb and flow of life, finding acceptance in the dance of existence. ", ZenLifestyle      , Instagram , #Acceptance #LifeJourney                   ,15,30, UK           , Acceptance      
9/18/2020 13:45," Facing challenges head-on, a determination that fuels the fire within to achieve the impossible. ", ResilientSpirit   , Facebook , #Determination #AchieveTheImpossible       ,10,20, India        , Determination   
7/3/2021 19:00," Serenity found in the stillness of nature, a tranquil retreat from the chaos of the modern world. ", NatureSoul        , Twitter  , #Serenity #NatureRetreat                   ,12,25, Australia    , Serenity        
10/8/2022 8:15," Curiosity leading me down the rabbit hole of knowledge, a perpetual student in life's classroom. ", EternalLearner    , Instagram , #Curiosity #KnowledgeQuest                ,20,40, USA          , Curiosity       
3/22/2023 16:30," Floating through the day with an air of indifference, detached from the mundane happenings around. ", AloofObserver     , Facebook , #Indifference #FloatingThroughLife        ,10,20, Canada        , Indifference    
5/15/2021 11:45," Entangled in the web of thoughts, confusion reigning as I navigate the labyrinth of ideas. ", ThoughtExplorer   , Twitter  , #Confusion #ThoughtLabyrinth              ,15,30, UK            , Confusion       
12/28/2019 14:30," Numb to the chaos, emotions locked away, a stoic facade concealing the inner turmoil. ", StoicSoul         , Instagram , #Numbness #StoicFacade                    ,8,15, Australia     , Numbness        
3/1/2020 19:00," Melancholy whispers in the breeze, a silent conversation with the echoes of forgotten dreams. ", DreamerInSilence  , Facebook , #Melancholy #WhispersInTheBreeze         ,12,25, India         , Melancholy      
7/10/2018 15:45," Stumbling upon an old journal, nostalgia flooding in waves, carrying me to moments long gone. ", JournalKeeper     , Twitter  , #Nostalgia #JournalMoments               ,10,20, Canada        , Nostalgia       
1/5/2022 10:30," A tapestry of conflicting feelings, weaving through uncertainty, caught in the threads of ambivalence. ", ThreadWeaver      , Instagram , #Ambivalence #ConflictingFeelings        ,12,25, UK            , Ambivalence     
8/20/2021 16:20," Embracing the flaws, finding acceptance in imperfection, a journey towards self-love. ", SelfLoveAdvocate  , Facebook , #Acceptance #SelfLoveJourney              ,15,30, Australia    , Acceptance      
11/3/2019 13:45," Determination burning like a wildfire, overcoming obstacles, turning dreams into reality. ", DreamChaser       , Twitter  , #Determination #DreamsIntoReality        ,18,35, USA          , Determination   
4/12/2020 19:30," Tranquil moments by the ocean, serenity washing over, a peaceful retreat within the waves' embrace. ", OceanSoul         , Instagram , #Serenity #OceanRetreat                   ,25,50, Canada        , Serenity        
4/15/2022 8:45," Exploring new horizons with the spark of curiosity, an adventurer in the vast landscape of knowledge. ", HorizonExplorer   , Facebook , #Curiosity #NewHorizons                  ,22,45, India         , Curiosity       
2/10/2023 17:00," Drifting through the day with a nonchalant demeanor, embracing the art of indifference. ", NonchalantSpirit  , Twitter  , #Indifference #DriftingThroughLife       ,9,18, UK            , Indifference    
8/5/2020 12:15," Wrestling with thoughts, a perplexed mind lost in the labyrinth of life's complexities. ", ComplexThinker    , Instagram , #Confusion #PerplexedMind                ,14,28, Australia    , Confusion       
12/1/2021 15:30," Immersed in a state of emotional numbness, a shield against the storm of daily struggles. ", ShieldedHeart     , Facebook , #Numbness #EmotionalShield               ,10,20, USA          , Numbness        
3/25/2019 21:00," A melancholic symphony playing in the background, the soundtrack of a wistful heart. ", SymphonySoul      , Twitter  , #Melancholy #WistfulHeart                ,13,26, Canada        , Melancholy      
6/18/2017 14:45," Flipping through the pages of an old yearbook, nostalgia painting smiles and tears on my face. ", YearbookExplorer  , Instagram , #Nostalgia #YearbookMemories            ,12,25, India         , Nostalgia       
7/8/2022 11:30," Torn between opposing emotions, an ambivalence that colors my decisions with shades of uncertainty. ", DecisiveDilemma   , Facebook , #Ambivalence #ShadesOfUncertainty       ,15,30, Australia    , Ambivalence     
5/15/2023 16:20," Embracing life's imperfections, finding acceptance in the journey, scars and all. ", ImperfectHarmony  , Twitter  , #Acceptance #ImperfectJourney            ,18,36, Canada        , Acceptance      
9/10/2021 14:45," A fiery determination burning within, fueled by the vision of reaching unparalleled heights. ", VisionarySpirit   , Instagram , #Determination #UnparalleledHeights      ,20,40, UK            , Determination   
2/28/2020 18:30," Basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul. ", ForestDreamer     , Facebook , #Serenity #NatureWhispers                ,25,50, USA          , Serenity        
3/10/2023 16:30," Indifferent to the noise of the world, a silent observer in the midst of life's cacophony. ", SilentSpectator   , Instagram , #Indifference #SilentObserver            ,9,18, India         , Indifference    
5/2/2021 11:45," Navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas. ", MazeNavigator     , Facebook , #Confusion #ThoughtLabyrinth              ,14,28, Australia    , Confusion       
10/18/2019 14:30," An impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience. ", ResilientFortress , Twitter  , #Numbness #StoicResilience               ,11,22, UK            , Numbness        
1/5/2020 20:00," Melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories. ", CanvasDreamer     , Instagram , #Melancholy #BittersweetMemories         ,13,26, USA          , Melancholy      
8/10/2018 15:45," A journey into the past, flipping through the pages of an old diary, nostalgia taking the lead. ", DiaryExplorer     , Facebook , #Nostalgia #DiaryJourney                 ,12,25, Canada        , Nostalgia       
1/15/2022 10:30," Ambivalence clouding decisions, caught in the crossroads of conflicting emotions. ", CrossroadsTraveler , Twitter  , #Ambivalence #ConflictingEmotions        ,15,30, India         , Ambivalence     
7/20/2021 16:20," Embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos. ", MosaicDreamer     , Instagram , #Acceptance #BeautifulChaos              ,18,36, Australia     , Acceptance      
12/3/2019 13:45," Determination as the driving force, propelling me forward on the path to extraordinary achievements. ", PathfinderSpirit  , Facebook , #Determination #ExtraordinaryPath        ,20,40, USA          , Determination   
4/12/2020 19:30," Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life. ", RaindropHarmony   , Twitter  , #Serenity #RaindropMelody                ,25,50, Canada        , Serenity        
5/8/2022 8:45," Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories. ", SeekerOfUnknowns  , Instagram , #Curiosity #SeekerOfKnowledge            ,22,45, UK            , Curiosity       
2/22/2023 17:00," Drifting through the day with an air of nonchalance, indifferent to the trivialities of life. ", NonchalantWanderer, Facebook , #Indifference #DriftingThroughLife       ,9,18, India         , Indifference    
6/5/2020 12:15," Lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity. ", ShadowedSeeker    , Twitter  , #Confusion #LabyrinthOfThoughts          ,14,28, Australia    , Confusion       
11/30/2021 15:30," Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ", TurbulentShield   , Instagram , #Numbness #EmotionalStorms               ,10,20, Canada        , Numbness        
2/25/2019 21:00," Melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning. ", WistfulPainter    , Facebook , #Melancholy #WistfulYearning             ,13,26, UK            , Melancholy      
5/18/2017 14:45," Leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears. ", TaleWeaver        , Twitter  , #Nostalgia #PhotoAlbumStories            ,12,25, USA          , Nostalgia       
8/5/2022 11:30," Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions. ", CrossroadsExplorer, Instagram , #Ambivalence #CrossroadsConfusion        ,15,30, Canada        , Ambivalence     
6/15/2023 16:20," Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art. ", MosaicArtist      , Facebook , #Acceptance #UnpredictableArt            ,18,36, Australia    , Acceptance      
10/10/2021 14:45," Determination ablaze, forging a path through challenges, sculpting dreams into tangible realities. ", DreamSculptor     , Twitter  , #Determination #SculptingDreams          ,20,40, UK            , Determination   
5/12/2020 19:30," Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul. ", MoonlitSoul       , Instagram , #Serenity #MoonlitPeace                  ,25,50, USA          , Serenity        
12/1/2022 9:15," Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world. ", FearlessExplorer  , Facebook , #Curiosity #FearlessExplorer              ,22,44, India         , Curiosity       
11/30/2021 15:30,"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ", TurbulentShield , Instagram , #Numbness #EmotionalStorms ,10,20, Canada , Numbness 
7/12/2018 17:45," Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn. ", JoyfulDancer , Twitter , #Zest #CarefreeSpirit ,15,30, USA , Zest 
9/5/2020 20:10," Basking in the golden glow of contentment, a serene river flowing through the landscape of the heart. ", SereneBasker , Facebook , #Contentment #GoldenGlow ,18,36, Australia , Contentment 
4/18/2022 8:00," Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism. ", DreamPainter , Instagram , #Hopeful #CanvasOfDreams ,12,24, India , Hopeful 
12/10/2019 12:20," Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment. ", OakAchiever , Twitter , #Proud #BranchesOfAchievement ,25,50, Canada , Proud 
2/28/2023 9:45," A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection. ", HeartGardener , Facebook , #Grateful #BlossomingConnection ,20,40, USA , Grateful 
4/3/2018 14:15," Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others. ", ThreadWeaver , Instagram , #Empathetic #TapestryOfUnderstanding ,15,30, UK , Empathetic 
6/20/2022 10:30," Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering. ", CloudCaretaker , Twitter , #Compassionate #ShowerOfEmpathy ,18,36, Australia , Compassionate 
7/8/2020 18:00," Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness. ", RainDancer , Facebook , #Playful #DanceInTheRain ,22,44, Canada , Playful 
8/15/2021 11:10," Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence. ", SkyPainter , Instagram , #FreeSpirit #PaintingTheSky ,20,40, India , Free-spirited 
10/25/2019 16:50," Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms. ", PhoenixExplorer , Twitter , #Inspired #CreativePhoenix ,15,30, UK , Inspired 
10/5/2023 7:30," Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation. ", SunriseNavigator , Facebook , #Hopeful #SunriseOfPossibilities ,12,24, USA , Hopeful 
2/15/2022 13:15," Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed. ", SandStrider , Instagram , #Confident #FootprintsOfAssuredness ,25,50, Australia , Confident 
5/8/2021 22:00," Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams. ", NightSerenader , Twitter , #Serenity #MoonlitSerenade ,13,26, Canada , Serenity 
11/29/2020 14:45," Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge. ", KnowledgeSeeker , Instagram , #Curiosity #LabyrinthOfQuestions ,17,34, USA , Curiosity 
9/14/2019 10:20," In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties. ", BreezeWaltzer , Facebook , #Ambivalence #AutumnWaltz ,14,28, UK , Ambivalence 
3/12/2022 19:55," Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments. ", StarNavigator , Twitter , #Grateful #GuidingStar ,19,38, Australia , Grateful 
3/30/2023 16:30," With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy. ", MeadowSprinter , Instagram , #Zest #FieldsOfEnthusiasm ,16,32, India , Zest 
7/1/2021 12:10," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ", RainNurturer , Facebook , #Compassionate #TearsOfEmpathy ,21,42, Canada , Compassionate 
1/5/2020 8:45," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ", PeakConqueror , Twitter , #Proud #ScalingPeaks ,23,46, USA , Proud 
7/17/2022 6:15," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ", DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14,28, UK , Hopeful 
8/22/2018 17:20," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ", CarnivalDreamer , Facebook , #Playful #CarnivalEscapade ,24,48, Australia , Playful 
12/8/2021 14:30," Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ", SkyArtist , Twitter , #Inspired #CloudsOfCreativity ,18,36, India , Inspired 
4/27/2019 9:50," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ", RiverNavigator , Instagram , #Contentment #TranquilWaters ,20,40, Canada , Contentment 
9/3/2023 21:40," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ", LanternWanderer , Facebook , #Empathetic #LanternOfCompassion ,16,32, USA , Empathetic 
6/10/2020 10:05," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ", DreamSoarer , Twitter , #FreeSpirit #WingsOfDreams ,22,44, UK , Free-spirited 
4/1/2022 18:30," Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ", SunsetAdmirer , Instagram , #Grateful #GoldenHues ,19,38, Australia , Grateful 
1/15/2021 13:00," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ", DanceStrider , Facebook , #Confident #DanceOfLife ,23,46, Canada , Confident 
5/6/2023 7:20," Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ", WindWhisperer , Twitter , #Hopeful #BrighterTomorrows ,15,30, India , Hopeful 
11/18/2019 15:15," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ", JugglingArtist , Instagram , #Playful #JugglingResponsibilities ,25,50, USA , Playful 
8/29/2020 20:45," Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ", StarStoryteller , Facebook , #Inspired #TalesToTheStars ,14,28, UK , Inspired 
10/30/2022 11:40," Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ", WaveNavigator , Twitter , #Hopeful #SailorOfDreams ,17,34, Australia , Hopeful 
7/1/2021 12:10," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ", RainNurturer , Instagram , #Compassionate #TearsOfEmpathy ,21,42, Canada , Compassionate 
1/5/2020 8:45," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ", PeakConqueror , Twitter , #Proud #ScalingPeaks ,23,46, USA , Proud 
7/17/2022 6:15," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ", DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14,28, UK , Hopeful 
8/22/2018 17:20," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ", CarnivalDreamer , Facebook , #Playful #CarnivalEscapade ,24,48, Australia , Playful 
12/8/2021 14:30," Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ", SkyArtist , Twitter , #Inspired #CloudsOfCreativity ,18,36, India , Inspired 
4/27/2019 9:50," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ", RiverNavigator , Instagram , #Contentment #TranquilWaters ,20,40, Canada , Contentment 
9/3/2023 21:40," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ", LanternWanderer , Facebook , #Empathetic #LanternOfCompassion ,16,32, USA , Empathetic 
6/10/2020 10:05," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ", DreamSoarer , Twitter , #FreeSpirit #WingsOfDreams ,22,44, UK , Free-spirited 
4/1/2022 18:30," Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ", SunsetAdmirer , Instagram , #Grateful #GoldenHues ,19,38, Australia , Grateful 
1/15/2021 13:00," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ", DanceStrider , Facebook , #Confident #DanceOfLife ,23,46, Canada , Confident 
5/6/2023 7:20," Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ", WindWhisperer , Twitter , #Hopeful #BrighterTomorrows ,15,30, India , Hopeful 
11/18/2019 15:15," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ", JugglingArtist , Instagram , #Playful #JugglingResponsibilities ,25,50, USA , Playful 
8/29/2020 20:45," Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ", StarStoryteller , Facebook , #Inspired #TalesToTheStars ,14,28, UK , Inspired 
10/30/2022 11:40," Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ", WaveNavigator , Twitter , #Hopeful #SailorOfDreams ,17,34, Australia , Hopeful 
7/1/2021 12:10," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ", RainNurturer , Instagram , #Compassionate #TearsOfEmpathy ,21,42, Canada , Compassionate 
1/5/2020 8:45," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ", PeakConqueror , Twitter , #Proud #ScalingPeaks ,23,46, USA , Proud 
7/17/2022 6:15," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ", DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14,28, India , Hopeful 
8/22/2018 17:20," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ", CarnivalDreamer , Facebook , #Playful #CarnivalEscapade ,24,48, Australia , Playful 
9/15/2021 16:00," Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness. ", ShatteredHeart , Instagram , #Despair #EchoingSilence ,8,16, Canada , Despair 
3/8/2019 14:20," Bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace. ", VenomousSoul , Facebook , #Bitterness #ResentmentWeb ,12,24, UK , Bitterness 
7/20/2017 11:45," Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing. ", DesertWanderer , Twitter , #Loneliness #MiragesOfConnection ,15,30, USA , Loneliness 
11/2/2020 19:30," Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude. ", ColdEmbrace , Instagram , #Yearning #DistantWarmth ,10,20, Australia , Yearning 
5/12/2022 2:00," Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors. ", NightPrisoner , Facebook , #Fearful #ImaginedHorrors ,18,36, India , Fearful 
4/8/2023 13:15," Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion. ", TightropeWalker , Twitter , #Apprehensive #BalancingAct ,14,28, UK , Apprehensive 
6/25/2021 17:50," Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ", AtlasBearer , Instagram , #Overwhelmed #BouldersOfExhaustion ,22,44, Canada , Overwhelmed 
8/30/2019 10:10," Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success. ", GreenMonster , Facebook , #Jealous #GreenEyedMonster ,16,32, USA , Jealous 
8/3/2022 15:30," Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises. ", StormSurvivor , Twitter , #Devastated #WindsOfBrokenPromises ,25,50, Australia , Devastated 
12/17/2020 9:20," Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations. ", PuzzleComposer , Instagram , #Frustrated #UnsolvablePuzzle ,12,24, India , Frustrated 
2/28/2021 22:45," Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach. ", GildedHeartache , Facebook , #Envious #GildedPrize ,20,40, USA , Envious 
5/10/2018 14:00," Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition. ", IndifferentFort , Twitter , #Dismissive #ImpenetrableWalls ,14,28, UK , Dismissive 
1/7/2022 11:10," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ", DreamMosaic , Instagram , #Frustrated #MosaicOfDisappointment ,15,30, Canada , Frustrated 
9/19/2019 3:30," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ", NocturnalEcho , Facebook , #Loneliness #SolitaryNocturne ,18,36, Australia , Loneliness 
7/14/2023 23:00," Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune. ", DarkWhispers , Twitter , #Fearful #SpecterOfTheUnknown ,13,26, UK , Fearful 
4/5/2020 16:20," Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ", LingeringTaste , Instagram , #Bitterness #BitterAftertaste ,10,20, India , Bitterness 
11/29/2021 8:45," Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ", TempestSurvivor , Facebook , #Overwhelmed #DrowningSoul ,20,40, USA , Overwhelmed 
12/12/2019 17:00," Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ", VenomousHeart , Twitter , #Jealous #HeartOfDiscontent ,16,32, Australia , Jealous 
5/20/2022 14:50," Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ", FragileTrust , Instagram , #Devastated #ShatteredTrust ,25,50, Canada , Devastated 
9/3/2020 12:15," Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ", BrokenThreads , Facebook , #Frustrated #SlippingThreads ,14,28, UK , Frustrated 
2/10/2021 19:30," Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ", SuccessPill , Twitter , #Envious #BitterPill ,20,40, USA , Envious 
8/18/2018 14:40," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ", CurtainShield , Instagram , #Dismissive #IndifferencePerformance ,12,24, Australia , Dismissive 
2/28/2022 21:00," Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ", FoggyLabyrinth , Facebook , #Despair #LabyrinthOfHopelessness ,8,16, Canada , Despair 
10/15/2019 10:30," Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ", IcyResentment , Twitter , #Bitterness #IciclesOfResentment ,15,30, UK , Bitterness 
12/1/2017 18:50," Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ", SolitaryMoon , Instagram , #Loneliness #StarlessSky ,18,36, USA , Loneliness 
4/18/2020 16:15," Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ", VanishedSunset , Facebook , #Yearning #HuesOfSunset ,10,20, Australia , Yearning 
1/7/2023 3:30," Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ", NightPrisoner , Twitter , #Fearful #LurkingMonsters ,18,36, India , Fearful 
6/10/2021 10:00," Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ", WindWhisperer , Instagram , #Apprehensive #StormOfDoubt ,14,28, Canada , Apprehensive 
2/22/2020 15:20," Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ", MazeExplorer , Facebook , #Overwhelmed #MinotaurOfPressure ,22,44, USA , Overwhelmed 
3/17/2018 14:45," Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ", WoundedGarden , Twitter , #Jealous #BloomingAchievements ,16,32, UK , Jealous 
10/28/2022 11:15," Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ", RuinedHeart , Instagram , #Devastated #EchoesOfShatteredDreams ,25,50, Australia , Devastated 
11/1/2020 12:30," Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ", KnotUntangler , Facebook , #Frustrated #LabyrinthOfMiscommunication ,14,28, India , Frustrated 
1/15/2021 22:10," Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ", ElusiveKeys , Twitter , #Envious #DesireForKeys ,20,40, USA , Envious 
8/18/2018 14:00," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ", IndifferentFort , Instagram , #Dismissive #IndifferencePerformance ,12,24, Australia , Dismissive 
1/7/2022 11:10," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ", DreamMosaic , Twitter , #Frustrated #MosaicOfDisappointment ,15,30, Canada , Frustrated 
9/19/2019 3:30," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ", NocturnalEcho , Facebook , #Loneliness #SolitaryNocturne ,18,36, Australia , Loneliness 
4/3/2022 6:15,Awe-struck by the breathtaking sunrise over the mountains.      , NatureAdmirer  , Instagram , #Awe #BreathtakingSunrise                   ,28,55, USA               , Awe           
10/12/2023 10:30,Navigating through the challenges with determination.          , GoalPursuer    , Twitter  , #Determination #Challenges                  ,15,30, Canada            , Determination 
6/28/2019 19:00,Nostalgia hits while flipping through an old photo album.     , MemoryLane     , Facebook , #Nostalgia #OldMemories                     ,22,45, UK                , Nostalgia      
9/15/2020 14:45,Thrilled to witness the grandeur of a cultural festival.       , CultureEnthusiast , Instagram , #Thrill #CulturalCelebration              ,40,80, India              , Thrill        
11/8/2017 21:20,Calmness found in the rhythm of raindrops on the windowpane.   , RainWatcher    , Twitter  , #Calmness #RainyDays                        ,18,35, Australia          , Calmness      
